,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName,ReceiveCoilName,ReceiveCoilActiveElements
0,2021-04-28 07:53:22.337500,HN_DQA_20210428075220_00,1294.0,297.39903629461196,12.605382852751125,Siemens,Avanto_fit,"Euston Road 265-257,London,District,GB,NW1 2BW",MRC25326,HN_DQA,0,UCLH,X-Ray,HeadNeck_20,"HE1-4;NE1,2"
1,2021-04-27 16:04:34.140000,Head_DQA_2dynamics_20210427155352_20200,1609.0,66.41787102795325,47.551876262047465,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
2,2021-04-23 09:01:12.350000,HN_Head_DQA_2dynamics_20210423085538_20200,1407.0,55.17549273116115,56.43894277946313,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
3,2021-04-27 16:20:27.820000,HN_Head_DQA_2dynamics_20210427161525_20200,1511.0,51.13573493578109,53.161606765227326,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
4,2021-04-23 09:05:20.440000,HN_Neck_DQA_2dynamics_20210423085538_30200,1054.0,101.6985317954456,67.83709368345215,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
5,2021-04-27 16:24:25.820000,HN_Neck_DQA_2dynamics_20210427161525_30200,1083.0,105.36165021290859,65.59117124819697,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
6,2021-04-28 16:26:39.110000,Flex_L_coil_DQA_2dynamics_20210428162146_20200,1164.0,74.04963396318611,41.49128314720859,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
7,2021-04-28 16:37:20.780000,Flex_M_coil_DQA_2dynamics_20210428163431_20200,1066.0,70.66281699356233,43.77565005687925,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
8,2021-04-28 16:46:23.040000,Flex_S_coil_DQA_2dynamics_20210428164335_20200,958.0,85.1927043492927,41.65216274798108,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI,0,0
