,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName
0,2023-08-08 09:03:57.700,Head_DQA_2dynamics_20230808085914_201_000,1466.0,81.99513360420374,54.483994,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
1,2023-08-15 08:50:56.020,Head_DQA_2dynamics_20230815084643_201_000,1296.0,49.4206024216218,61.861927,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
2,2023-08-08 09:15:00.760,HN_Head_DQA_2dynamics_20230808090949_201_000,1386.0,88.53377346744362,58.522984,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
3,2023-08-15 09:04:35.760,HN_Head_DQA_2dynamics_20230815085805_201_000,1443.0,82.61788079187606,54.48397,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
4,2023-08-08 09:19:55.210,HN_Neck_DQA_2dynamics_20230808090949_301_000,1090.0,99.99891423894114,67.9672,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI
5,2023-08-15 09:09:16.990,HN_Neck_DQA_2dynamics_20230815085805_301_000,1091.0,103.83447205562122,67.6254,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI
6,2023-08-02 09:14:20.790,Flex_L_coil_DQA_2dynamics_20230802091013_201_000,1431.0,76.66705823645849,32.03671,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
7,2023-08-09 08:41:36.590,Flex_L_coil_DQA_2dynamics_20230809083906_201_000,1297.0,67.0019487997277,49.62122,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
8,2023-08-16 08:34:05.480,Flex_L_coil_DQA_2dynamics_20230816082855_201_000,1576.0,102.07200611270922,29.811008,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
9,2023-08-02 09:03:36.230,Flex_M_coil_DQA_2dynamics_20230802085843_201_000,1426.0,89.85338928147468,28.966291,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
10,2023-08-09 08:49:48.350,Flex_M_coil_DQA_2dynamics_20230809084801_201_000,332.0,19.20905541464807,189.12802,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
11,2023-08-16 09:14:58.760,Flex_M_coil_DQA_2dynamics_20230816091132_201_000,1418.0,109.8650655781183,31.809233,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
12,2023-08-02 08:51:40.370,Flex_S_coil_DQA_2dynamics_20230802084808_201_000,1235.0,105.21005978949752,29.906519,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
13,2023-08-09 08:57:16.090,Flex_S_coil_DQA_2dynamics_20230809085517_201_000,1259.0,117.03539654742958,45.58845,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
14,2023-08-16 09:27:11.730,Flex_S_coil_DQA_2dynamics_20230816092207_201_000,1480.0,153.06078957897896,24.979412,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
15,2023-08-16 09:32:37.820,Flex_S_coil_DQA_2dynamics_20230816092207_301_000,1515.0,116.4311166353649,24.435823,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
