,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName
0,2022-11-17 10:38:27.770,Ant_Post_Coil_B_Lower_DQA_2dynamics_20221117102435_401_000,609.0,126.81936466107683,19.575375,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
1,2022-11-17 10:28:48.580,Ant_Post_Coil_B_Upper_DQA_2dynamics_20221117102435_201_000,623.0,153.4431838803617,22.20447,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
