,Date,Coil,NSNR,NSNR_std,Manufacturer,ManufacturersModelName,InstitutionName,InstitutionalDepartmentName,InstitutionAddress,StationName,ProtocolName,ReceiveCoilName,ReceiveCoilActiveElements
0,2021-02-21 09:01:29.347500,HN_DQA_20210221090025_,1124.0,373.4334824780344,Siemens,Avanto_fit,UCLH,X-Ray,Euston_Road_265-257_London_District_GB_NW1_2BW,MRC25326,HN_DQA,HeadNeck_20,HE1-4
