,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName
0,2022-02-10 09:21:24.920,Ant_Post_Coil_A_Lower_DQA_2dynamics_20220210090113_401_000,732.0,173.64566506794276,16.21799087524414,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
1,2022-02-10 09:10:40.880,Ant_Post_Coil_A_Upper_DQA_2dynamics_20220210090113_201_000,729.0,174.30058921462575,17.446880340576172,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
2,2022-02-10 09:41:35.070,Ant_Post_Coil_B_Lower_DQA_2dynamics_20220210092447_401_000,735.0,174.60407214985042,16.491905212402344,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
3,2022-02-10 09:31:21.340,Ant_Post_Coil_B_Upper_DQA_2dynamics_20220210092447_201_000,636.0,156.14549781386765,20.28778076171875,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
4,2022-02-15 11:28:49.820,Head_DQA_2dynamics_20220215112355_201_000,1546.0,63.302764710611854,51.379608154296875,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
5,2022-02-15 11:54:37.190,HN_Head_DQA_2dynamics_20220215114444_201_000,1411.0,101.06475454596293,57.00620651245117,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
6,2022-02-15 11:58:42.270,HN_Neck_DQA_2dynamics_20220215114444_301_000,1110.0,100.86202572891776,66.3486099243164,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI
7,2022-02-16 11:08:58.250,Flex_L_coil_DQA_2dynamics_20220216110556_201_000,1130.0,82.85387126574695,30.40647315979004,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
8,2022-02-16 10:57:56.800,Flex_M_coil_DQA_2dynamics_20220216105516_201_000,1135.0,78.32397285815951,31.414453506469727,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
9,2022-02-16 10:48:17.830,Flex_S_coil_DQA_2dynamics_20220216103743_301_000,993.0,100.28838130746134,31.006582260131836,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
