,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName
0,2022-01-13 09:13:31.990,Ant_Post_Coil_A_Lower_DQA_2dynamics_20220113085558_401_000,807.0,197.63155861682972,16.510847091674805,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
1,2022-01-18 16:06:03.830,Ant_Post_Coil_A_Lower_DQA_2dynamics_20220118160133_201_000,755.0,186.00366092810503,16.850223541259766,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
2,2022-01-13 09:01:38.600,Ant_Post_Coil_A_Upper_DQA_2dynamics_20220113085558_201_000,747.0,177.17732734587884,18.934804916381836,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
3,2022-01-18 16:15:49.790,Ant_Post_Coil_A_Upper_DQA_2dynamics_20220118160133_401_000,648.0,164.02263145658924,20.904773712158203,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_A_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
4,2022-01-13 09:30:03.480,Ant_Post_Coil_B_Lower_DQA_2dynamics_20220113092001_401_000,711.0,171.2740850945901,18.337718963623047,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
5,2022-01-18 15:50:45.110,Ant_Post_Coil_B_Lower_DQA_2dynamics_20220118153333_401_000,728.0,176.51077962286703,17.334115982055664,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Lower_DQA_2dynamics,MULTI COIL,UCLH,MRI
6,2022-01-13 09:23:43.330,Ant_Post_Coil_B_Upper_DQA_2dynamics_20220113092001_201_000,763.0,188.40337383657817,19.142173767089844,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
7,2022-01-18 15:37:51.520,Ant_Post_Coil_B_Upper_DQA_2dynamics_20220118153333_201_000,619.0,152.2001491031314,22.209964752197266,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Ant_Post_Coil_B_Upper_DQA_2dynamics,MULTI COIL,UCLH,MRI
8,2022-01-18 13:56:30.590,Head_DQA_2dynamics_20220118135254_201_000,1455.0,59.747617894605916,53.52312469482422,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
9,2022-01-18 14:04:33.000,HN_Head_DQA_2dynamics_20220118140154_201_000,1368.0,47.413435731121126,57.63031768798828,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
10,2022-01-18 14:11:33.400,HN_Neck_DQA_2dynamics_20220118140154_301_000,1042.0,98.37665379636621,67.79924011230469,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI
11,2022-01-18 14:25:16.920,Flex_L_coil_DQA_2dynamics_20220118142035_201_000,1115.0,71.98501508532102,42.34714126586914,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_L_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
12,2022-01-18 14:39:07.650,Flex_M_coil_DQA_2dynamics_20220118143559_201_000,962.0,70.65961890187535,40.589359283447266,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_M_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
13,2022-01-18 14:50:35.580,Flex_S_coil_DQA_2dynamics_20220118144507_201_000,946.0,84.09689835325739,42.655155181884766,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Flex_S_coil_DQA_2dynamics,MULTI COIL,UCLH,MRI
