,Date,Coil,NSNR,NSNR_std,noise_std,Manufacturer,ManufacturersModelName,InstitutionAddress,StationName,ProtocolName,CoilString,InstitutionName,InstitutionalDepartmentName
0,2021-06-23 15:47:20.270,Head_DQA_2dynamics_20210623153805_201_000,1499.0,101.93093145415781,51.42084503173828,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
1,2021-06-23 16:04:45.590,HN_Head_DQA_2dynamics_20210623160035_201_000,1433.0,65.95495894559086,57.04208755493164,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Head_DQA_2dynamics,MULTI COIL,UCLH,MRI
2,2021-06-23 16:09:02.850,HN_Neck_DQA_2dynamics_20210623160035_301_000,1043.0,100.47552135137211,69.65241241455078,Philips,Ingenia Ambition X,25 Grafton Way,PHILIPS-499QHGT,HN_Neck_DQA_2dynamics,MULTI COIL,UCLH,MRI
